word,0,1,2,3,4,5
A VITAL Consortium A,1,1,1,1,1,1
A VLSIBased Model of,1,1,1,1,1,1
A VRbased CAD,1,1,1,1,3,30
A VRbased CAD System,1,1,1,1,3,3
A Vague Query,1,1,3,3,15,94
A Variable,3,139,187,356,1964,6223
A Variable Latency,1,1,1,1,1,15
A Variational,4,13,21,54,144,1424
A Vector,6,151,247,1152,13546,43084
A Very,3,58,896,10509,47697,49940
A View From,1,2,4,23,108,507
A Visual,26,420,649,1061,5415,32628
A WWW,2,75,175,11106,49688,49981
A Warehouse for,1,3,4,6,28,54
A Weakly Backjumping,1,1,1,1,1,1
A Web Payment,1,1,1,2,6,58
A WebBased,16,80,133,185,2365,4647
A Webbased,8,62,133,157,763,3817
A Webbased Bidding,1,1,1,1,1,2
A Well Structured,1,1,2,5,13,132
A Whitefield,1,1,1,1,1,85
A WordOrder Database,1,1,1,1,1,1
A as a Special,1,1,1,6,16,108
A case,15,277,2542,16740,48898,49939
A case study,13,51,213,263,306,455
A case study of,2,7,46,77,158,332
A combined analysis,1,1,1,1,1,7
A comment on Gallers,1,1,1,1,1,1
A common framework,1,1,6,7,7,14
A comparative,6,58,72,117,295,788
A comparison,14,136,257,327,376,962
A comparison of,12,91,166,244,287,359
A computational,10,55,202,340,758,881
A contribution to,1,3,8,16,25,84
A decision framework,1,1,1,1,1,4
A distributed,13,219,1228,1422,1682,1834
A dont,1,43,2620,22143,49253,49912
A family of,4,14,36,42,76,693
A feedback,2,21,112,124,129,366
A formalism,1,11,56,87,286,3730
A framework,18,192,574,593,603,793
A framework for,15,149,358,381,424,497
A general,18,167,578,1476,3483,18829
A graph,4,259,1565,2174,19510,47855
A highperformance,3,14,36,91,171,347
A horizontal,1,3,10,12,13,70
A kinetic model,1,1,1,2,4,39
A line sweep,1,1,1,3,10,58
A linear bound,1,2,2,6,35,149
A linear matrix,1,1,1,1,2,25
A lower bound,3,17,32,99,144,239
A lower bound on,1,2,11,27,51,86
A method for,14,118,369,549,740,1437
A method for FORTRAN,1,1,1,1,1,1
A methodology,6,77,187,217,255,760
A methodology for,4,48,91,107,129,212
A metric for,1,4,14,41,348,1318
A metric for spatial,1,1,1,1,1,1
A mixture model,2,4,4,16,20,28
A multicast,1,29,147,203,491,3709
A naive Bayes,1,2,5,6,11,72
A new,58,488,3398,40141,49887,49981
A new Approach,1,65,73,181,874,1427
A new definition,1,1,3,6,20,89
A new insight,1,1,1,2,6,29
A new labelbased,1,1,1,1,1,2
A new technology for,1,1,3,4,5,23
A note,28,160,875,20666,49366,49954
A note on different,1,1,1,1,1,2
A note on finding,1,1,1,1,3,8
A note on iterated,1,1,1,1,2,6
A novel assay,1,1,1,1,10,44
A novel assay for,1,1,1,1,1,2
A numerical index,1,1,1,2,4,16
A parallel algorithm,1,14,31,101,121,123
A picture or,1,1,3,11,38,721
A primate dictionary,1,1,1,1,2,2
A probabilistic,2,52,182,247,302,359
A programming,1,110,942,1001,1099,1379
A proof rule for,1,1,3,3,5,8
A proof theory,1,1,1,6,12,31
A quick introduction,1,1,1,1,2,6
A review of recent,1,1,2,3,6,14
A scaling,1,11,33,159,1767,21489
A secure,3,25,197,1095,9279,37510
A serial combination,1,1,1,1,1,1
A sharable ontology,1,1,1,1,1,2
A solvable,1,2,12,61,374,2452
A theorem on,1,4,10,48,219,869
AAA Mechanism,1,1,12,160,206,240
ABR Service,5,6,17,498,667,1248
ABR Service in,3,3,4,21,89,292
AC,286,33884,49981,49981,49981,49981
ACE,23,517,37505,49981,49981,49981
ACE a,2,29,681,30575,49830,49981
ACL A Language,1,2,8,30,86,1164
ACM,62,1538,38406,49981,49981,49981
ACM Symposium,7,7,10,78,87,87
ACM Symposium on,7,7,8,37,47,82
ACRITH Facility,1,1,1,1,1,5
ACT ONE,1,1,2,40,2375,25308
ACT ONE An Algebraic,1,1,1,1,1,1
ADJery,1,1,6,1663,36220,49895
ADL,4,833,35140,49981,49981,49981
ADMS,1,68,3342,42103,49981,49981
ADR,2,842,36166,49981,49981,49981
ADSL Access Network,1,1,1,2,15,16
AE,17,29962,49981,49981,49981,49981
AES Finalists RC6,1,1,1,1,1,1
AGB,3,328,30698,49981,49981,49981
AHAM A,1,2,67,1615,21985,49702
AI,182,30659,49981,49981,49981,49981
AI Business,1,5,137,194,205,342
AI Panel,1,2,60,278,4118,35131
AI Planner,1,3,26,37,502,2465
AI Planning,1,7,274,362,493,2044
AI Socially Defined,1,1,1,1,1,2
AI Techniques for,1,1,191,354,419,515
AI in Software,1,1,59,95,479,1051
AI zum,1,1,80,2978,32969,49782
AIL automated,1,1,2,43,238,391
AIM a personal,1,1,1,3,14,53
AIS,15,1961,38972,49981,49981,49981
AJIT Complilation,1,1,1,1,7,50
AL A,7,1032,21470,49705,49981,49981
AL USA,1,40,150,2523,33447,49726
ALGOL,12,13,67,1799,34579,49981
ALGOL 60,4,7,10,13,39,552
ALGOL SubCommittee,1,1,1,2,2,2
ALN Using Finite,1,1,1,4,5,13
ALOHA,9,10,52,2342,34131,49981
AMLOGE A New,1,1,1,1,7,32
AMSOL and,1,1,3,59,396,11873
AND,25,920,34141,49981,49981,49981
ANDand ORNodes,1,1,2,2,2,3
ANOVA the APL way,1,1,1,1,1,1
ANSV,1,23,1854,38432,49981,49981
AO Design Using,1,1,14,16,21,113
AP Ershov A,1,1,1,1,2,15
APL,43,817,35874,49981,49981,49981
APL a Case Study,1,1,2,15,174,233
APL a Programming,1,2,4,23,61,837
APL on First Year,1,1,1,1,1,1
APL2,9,48,931,36094,49981,49981
APL2 Expert,1,1,2,37,311,745
APL2 for,1,4,16,138,14604,23469
ARGOS into Boolean,1,1,1,1,1,1
ARIES,3,10,218,3941,42984,49981
ARPA Network,1,1,3,189,2058,2515
ART Neural Networks,1,1,1,188,294,358
ASCI WHITE,1,1,1,1,1,11
ASCII,1,7,140,3480,42770,49981
ASED Program,1,1,8,85,1928,2299
ASIC,19,91,2789,42770,49981,49981
ASIC DSP and,1,1,1,2,5,32
ASISBased Static,1,1,1,1,2,3
ASN1 and Automatic,1,1,1,2,9,21
ASSIST,1,1,14,335,4798,41974
AT,417,31875,49981,49981,49981,49981
ATL,11,1005,35148,49981,49981,49981
ATLAS 400,1,1,1,8,44,192
ATM,230,1401,37195,49981,49981,49981
ATM Desktops,1,1,1,3,20,32
ATM Multihop,2,2,6,27,87,1146
ATM Network,67,90,144,2053,2516,2575
ATM Network with,2,6,8,23,92,179
ATM WANs,1,3,5,102,367,5785
ATM buffers with,1,1,1,1,1,2
ATM networks,19,80,89,347,1712,2474
ATMBased Satellite,1,1,1,1,1,2
ATMoriented rings,1,1,1,1,1,2
ATP,11,1408,37858,49981,49981,49981
ATS 97 1718,1,1,1,1,1,8
AUDIGON,1,1,1,20,191,4527
AUDIGON Ein,1,1,1,1,2,14
AUTOMOD by,1,1,1,1,1,22
AVANTI,2,2,5,116,3486,38933
AVL,5,801,30669,49981,49981,49981
AVL Trees to,1,1,1,7,46,209
AWGN,2,7,1419,31434,49981,49981
AZ USA June 23,1,1,3,7,7,16
Aaspekte beim,1,2,4,6,13,20
Ab,818,33770,49981,49981,49981,49981
Ab Initio,6,12,24,128,1671,14034
Ab initio,5,19,21,281,2416,21492
Abandon Text,1,1,1,1,17,143
Abduction,15,15,877,2408,9691,28479
Abductive,19,22,235,1127,3528,12422
Abelian lGroups,1,4,6,6,6,9
Ability in,1,93,291,1200,1932,4864
Ablaufnderung in,1,1,1,1,1,1
About,75,200,5390,25022,49791,49981
About All or Nothing,1,1,1,1,1,1
About IllKnown Data,1,1,1,1,1,1
About Prikry,1,1,1,1,9,48
About TAS and IsaWin,1,1,1,1,1,1
About Translations,1,1,1,1,6,35
Absolute,6,6,8,369,4542,28714
Abstract,600,679,751,2749,8185,30413
Abstract Account,1,1,1,1,6,62
Abstract Classes,2,3,3,3,4,31
Abstract Concurrent,1,1,1,1,1,1
Abstract Data,34,34,46,117,210,709
Abstract Domains,2,3,3,4,16,145
Abstract Machines,1,12,12,14,15,27
Abstract Objects and,1,1,2,3,3,3
Abstract of,6,10,296,633,729,2189
Abstract task,1,1,1,68,225,623
Abstracting from,1,1,3,8,34,118
Abstraction,117,143,199,1535,2815,11222
Abstraction in,8,26,66,165,372,1567
Abstraction of,4,19,70,348,522,2616
Abstractions,38,119,143,300,1765,4018
Abstracts,10,602,679,796,3214,9805
Abstracts des,1,1,3,23,225,640
Abwicklung von,1,1,7,7,35,77
Academic,24,32,39,119,2080,24155
Academic Staff,1,1,1,1,6,24
Academy,3,31,39,90,7302,44834
Acadia Universitys,1,1,1,1,1,5
Acceleration Sensing,1,1,1,1,1,2
Acceleration of,8,8,15,24,211,919
Accelerator,7,10,56,73,212,559
Accept,26,33,1113,7131,42873,49903
Access,401,535,2791,9061,39483,49833
Access Control,48,50,71,80,131,655
Access Control in,10,14,39,52,69,121
Access Control is,1,12,39,52,66,85
Access Controls and,1,3,3,18,41,56
Access Costs in,1,1,1,2,16,84
Access Machines,5,6,7,9,15,164
Access Paths,2,8,16,54,241,470
Access Probability,1,3,3,3,10,39
Access Scheduling,1,1,1,2,38,204
Access Scheduling in,1,1,1,1,5,20
Access Structures,3,3,4,6,15,160
Access and Analysis,1,1,1,1,4,27
Access in,10,53,388,1605,4644,16551
Access in Persistent,1,1,1,1,3,3
Access to,39,122,342,746,3040,15377
Access to Documents,1,1,1,1,1,2
Access to Multiple,1,1,2,3,6,17
Access to the Web,1,1,1,3,3,13
Access with HTML,1,1,2,4,5,10
AccessExecute,1,1,1,1,4,78
Accesses,7,12,645,1027,4114,22157
Accessing Learning,1,1,1,1,4,12
Accociation Rules,1,1,45,60,67,78
Account of,4,6,12,32,146,7683
Accumulation,9,13,15,47,1170,2314
Accuracy Enhancement,1,1,1,1,1,1
Accuracy and,8,9,20,42,102,473
Accuracy of,14,15,34,48,180,529
Accuracy of an,1,2,14,26,33,66
Accuracy vs,1,2,35,47,93,158
Accurate,41,58,102,224,6914,32747
Accurate Numerical,1,1,1,1,1,2
Accurate and,5,5,22,55,235,651
Accurate energy,1,1,1,1,4,24
Achieve,24,65,298,4303,18609,46532
Achieve Capacity,1,1,1,1,2,15
Achieving,33,36,41,112,2111,16334
Acoustic,15,18,19,319,6248,34431
Acquisition,98,112,119,119,174,5609
Acquisition and COTS,1,1,1,5,15,18
Acquisition from,4,5,18,43,91,136
Acquisition in,5,24,87,113,120,287
Acquisition through,1,1,1,1,2,15
Acquisitions,1,98,112,119,127,1780
Across International,1,1,1,1,54,123
Actions,42,1068,9435,25913,37690,49244
Actions on Compact,1,1,1,3,6,40
Actions over Dynamic,1,1,1,1,2,11
Active,189,1777,4710,19114,48163,49924
Active BSpline,1,1,1,1,13,107
Active Contours,5,11,13,18,27,91
Active Data,20,79,110,241,1245,4498
Active Force Sensing,1,1,1,2,2,3
Active Guidance,1,1,2,3,6,30
Active Learning,6,23,60,140,267,610
Active Messages,2,2,5,6,15,56
Active Network,15,19,29,118,427,1390
Active Networks,7,17,25,95,310,985
Active Object,10,20,29,35,168,924
Active Objects,5,12,25,29,79,336
Active Objects to,1,2,3,10,22,37
Active Platform,1,1,1,1,24,106
Active Power Filter,1,1,1,2,2,2
Active Regions,2,2,3,9,42,219
Activities,26,37,38,144,845,3540
Activities Approach,1,1,1,1,1,16
Activity,62,247,361,696,4774,26164
Actor Systems,1,1,15,175,1630,4122
Actors with MetaJava,1,1,1,1,1,1
Actuator,4,5,17,197,6623,34956
Acyclic,26,49,111,1625,8931,39860
Acyclic Graphs,6,7,8,10,11,51
Ad,1376,42062,49981,49981,49981,49981
AdHoc Wireless LANs,1,2,2,4,13,18
Ada,693,5825,49231,49981,49981,49981
Ada Database,1,1,323,1295,1577,1787
Ada Magica,1,1,1,5,122,1604
Ada Parallel,1,1,251,1178,1660,1715
AdaBoost,3,3,6,31,1176,18115
Adapt the,1,1,2,675,1972,11778
Adaptable,21,29,34,660,2046,7918
Adaptation,71,79,87,171,5989,21536
Adaptation for,6,7,29,71,298,1027
Adaptation for WDM,1,1,2,6,11,33
Adaptation to Device,1,1,1,1,1,2
Adapted to Trainers,1,1,1,1,1,1
Adapter Throughput,1,1,1,1,1,4
Adaption,8,43,896,20488,26563,41919
Adaptive,461,534,603,3070,6118,36348
Adaptive Block,5,5,6,21,167,490
Adaptive Browsing,1,1,1,1,18,52
Adaptive Color,3,3,16,67,270,539
Adaptive Control of,3,5,9,14,15,34
Adaptive Data Mining,1,1,1,1,1,6
Adaptive Digital,2,2,2,7,26,109
Adaptive Distributed,5,5,7,13,14,41
Adaptive FIR,1,1,86,458,534,820
Adaptive Filtering,5,5,5,16,23,60
Adaptive Garbage,1,1,1,5,27,113
Adaptive Graph,1,1,2,22,219,557
Adaptive Integration,2,2,2,2,10,40
Adaptive Logics,1,1,1,7,78,367
Adaptive Mail,1,3,36,205,490,647
Adaptive Meshes with,1,1,1,2,2,3
Adaptive Record,1,1,2,14,105,352
Adaptive Shape,1,2,7,77,312,536
Adaptive System,6,6,7,77,213,1293
Adaptive Threshold,2,2,2,2,2,13
Adaptive Tracing the,1,1,1,2,2,3
Adaptive Wavelet,2,2,2,5,22,140
Adaptive brain,1,1,8,56,301,525
Adaptive data,1,6,21,162,580,748
Adaptive shadow,1,1,1,4,33,272
Adaptive shadow maps,1,1,1,1,1,1
Addendum,3,3,3,93,715,11123
Adding immersion,1,1,1,1,1,4
Additive,22,29,524,1470,5751,21922
Additive Reals,1,1,1,5,31,123
Additive and,2,2,20,68,193,1112
Address,76,86,101,1690,13349,44218
Address Computation,1,1,2,2,3,46
Addressed Caches on,1,1,1,2,2,2
Addressed to,1,1,4,10,55,216
Addressing,31,32,34,173,1008,5406
Adhoc Networks,4,16,44,69,479,1644
Adiabatic 4,1,3,4,4,21,528
Adjectives,2,2,18,166,1628,4827
Adjoining and,1,1,1,9,118,829
Adjustment for,1,2,3,9,21,52
Administration,20,24,33,34,63,172
Admission,41,47,180,243,3094,15283
Admission Control,36,37,42,43,46,90
Admit,5,147,2651,33574,49833,49981
Admit Elimination,3,3,3,3,14,47
Admit Elimination of,3,3,3,3,4,9
Adoption,14,28,92,3261,26178,39650
Adoption of,7,10,20,309,4903,8772
Adressierung,2,2,2,3,115,382
Advanced,106,177,181,448,3842,27773
Advanced Encryption,3,3,3,3,3,13
Advanced Evolution,1,1,1,1,3,39
Advanced Fault,1,1,2,13,51,175
Advanced Fault Tree,1,1,1,1,1,1
Advanced Indexing,2,2,2,4,5,22
Advanced Methods for,2,3,4,5,6,14
Advanced microwave,1,1,1,1,1,2
Advanced realtime,1,1,1,1,3,25
Advancements in,3,3,3,10,74,119
Advances,56,169,183,463,5646,25904
Advances in,51,55,65,194,531,1973
Advances in Petri,7,7,7,18,38,54
Advances in Volume,1,1,2,2,9,31
Adventure In,1,1,3,3,20,220
Adversary,5,10,11,32,611,5002
Advice,6,7,1068,5865,44683,49920
Advising Resource,1,1,1,1,6,24
Advisor Tool,1,1,1,1,3,123
Aerial Images,2,2,3,31,96,374
Affect,12,465,874,10890,40509,49900
Affected,1,2,19,835,3930,22551
Affine,41,53,442,8906,44956,49921
After the First,1,1,1,3,27,46
Afternoon,1,1,1,10,516,9143
Afternoon with,1,1,1,1,3,24
Against Mobile,1,2,2,2,22,126
Age,633,10129,49694,49981,49981,49981
Age Children,1,1,2,12,18,70
Agency,4,14,1395,6196,40324,49884
Agent,592,1054,14359,42059,49936,49981
Agent Applications,3,4,9,23,509,1113
Agent Challenge 97,1,1,1,1,2,4
Agent Competition,1,1,2,2,40,89
Agent Conversations,3,3,3,3,9,25
Agent Coordination,7,8,10,12,47,86
Agent Facility A,1,1,1,1,3,27
Agent Method,2,3,51,132,914,1666
Agent Negotiation,6,7,8,9,30,49
Agent Oriented,3,13,15,86,528,759
Agent Stake,1,1,1,79,378,1631
Agent Systems,35,93,210,482,2467,4757
Agent Theories,3,3,3,8,75,172
Agent Theory for,1,1,1,1,22,38
Agent for,8,42,402,1377,11260,27490
AgentBased,58,84,181,540,2369,5397
AgentBased Approach,8,10,13,29,88,156
AgentBased Online,1,1,2,2,10,46
AgentBased Planning,1,1,1,5,8,16
AgentCentered,1,1,3,7,32,81
AgentCentered Search,1,1,1,1,1,1
AgentOriented,10,13,21,425,661,769
Agentensystem fr,1,1,2,3,9,42
Agents,259,637,2766,19361,47436,49945
Agents Training,1,1,1,2,14,96
Agents a Broker and,1,1,1,1,1,1
Agents and,14,17,152,862,4500,13481
Agents dealing with,1,1,1,1,2,7
Agents for,28,43,192,867,4694,15942
Agents for Active,1,1,1,2,8,31
Agents in,27,64,333,1607,7083,26543
Agents in the,4,9,22,132,570,1795
Aggregate,26,65,68,78,604,7077
Aggregate QoS A Loss,1,1,1,1,1,1
Aggregation,38,41,47,82,1225,9073
Aggressive Inlining,1,1,1,1,1,1
Agile Belief Network,1,1,1,2,14,18
Agile Systems,2,2,18,364,1915,4293
Aging and,1,27,1362,2335,11001,29472
Aging and Medicine,1,1,1,1,2,3
Agreement Protocol,3,3,4,10,15,18
Agricultural,6,7,10,11,18,205
Aid,98,4947,49496,49981,49981,49981
Aid to Bibliographic,1,1,1,1,1,8
Aids,7,237,22277,49801,49981,49981
Aims,5,35,26599,49786,49981,49981
Air Conditioning,1,1,1,6,11,35
Air Traffic Control,5,5,6,12,14,16
Air on the,1,1,22,861,3690,13343
AirBorne,1,4,4,27,1966,39063
AirBorne Warning and,1,1,1,1,1,1
Aircraft Assignment,1,1,1,1,2,2
Airlines,1,3,16,320,6605,39503
Airways OR,1,1,1,1,63,301
Akita Japan,1,1,1,4,35,84
Akzeptanz,4,4,4,10,36,789
Alarm and Missed,1,1,1,1,1,1
Alerts,2,8,450,15080,48379,49940
Algebra,461,527,536,3682,20085,47950
Algebra Model,2,3,7,12,82,473
Algebra System Based,1,1,1,1,3,14
Algebra for,14,22,57,113,642,1823
Algebra for the,3,3,6,18,39,149
Algebra of,11,29,100,479,547,2178
Algebraic,251,282,494,529,2979,8905
Algebraic Curves,3,6,8,10,41,203
Algebraic Dynamic,1,1,1,1,2,54
Algebraic Feedback,2,2,2,2,2,2
Algebraic Semantics,5,6,6,7,7,16
Algebraic Theory,6,7,7,10,43,197
Algebraic and Graph,1,1,1,1,5,8
AlgebraicOriented,1,1,1,1,1,9
Algebras,85,475,527,641,5408,29967
Algebras and Tree,1,1,2,6,17,28
Algebras in,3,18,51,426,565,1371
Algorithm,2281,2688,2691,2847,2877,6213
Algorithm 18,3,29,964,2473,2688,2698
Algorithm 189,1,9,42,964,2473,2688
Algorithm 42,4,39,962,2473,2688,2698
Algorithm 42 invert,1,2,2,2,3,10
Algorithm 555,1,4,28,964,2473,2688
Algorithm Approach,4,6,11,13,17,32
Algorithm Based,28,44,51,82,204,2074
Algorithm Based on,22,32,42,52,53,111
Algorithm For,7,607,1276,1691,2567,2703
Algorithm I,7,961,2473,2688,2698,2952
Algorithm and,22,80,137,1127,2513,2739
Algorithm for,598,1179,1346,1692,2569,2709
Algorithm for 44 DCT,1,1,1,1,3,167
Algorithm for FFT,1,1,69,630,1188,1342
Algorithm for Forest,1,2,3,22,160,623
Algorithm for Joint,1,2,12,117,510,1025
Algorithm for MPLS,1,1,2,152,766,1200
Algorithm for Mining,5,6,45,83,166,419
Algorithm for Motion,2,2,2,39,194,635
Algorithm for ODE,1,1,87,652,1190,1351
Algorithm for Sparse,1,2,4,11,103,586
Algorithm for Vector,1,1,3,27,128,558
Algorithm for a,15,611,1188,1337,1642,2022
Algorithm for the,88,158,286,807,1255,1449
Algorithm of,10,634,1576,2560,2689,2744
Algorithm on,17,107,1122,2508,2689,2705
Algorithm on a,5,22,93,964,1943,2607
Algorithm with,27,48,56,148,1149,2507
Algorithm with the,2,2,8,32,144,260
Algorithmen zum,2,2,3,11,40,1742
Algorithmic,54,65,2291,2708,2710,2875
Algorithmic Approach,4,6,13,13,14,18
Algorithmic Design,2,2,8,16,26,65
Algorithmic and,2,2,78,143,271,1812
Algorithms,1010,2436,2689,2692,2849,3022
Algorithms Depending,1,1,1,1,3,8
Algorithms Extended,3,5,6,6,8,12
Algorithms and,49,80,161,815,2142,2644
Algorithms as,1,68,793,2143,2635,2693
Algorithms for,453,1123,1323,1626,2247,2636
Algorithms for Path,3,5,76,288,756,1211
Algorithms games,1,1,1,13,151,887
Algorithms in,36,131,802,2176,2642,2705
Algorithms in a,2,39,85,260,1030,2227
Algorithms of the,1,4,66,186,367,1026
Algorithms on,25,152,818,2123,2632,2691
Algorithms to Obtain,1,1,1,3,9,46
Algorithms to Reveal,1,1,1,3,9,44
Alias,15,25,3312,39448,49893,49981
Alias Analysis,4,4,4,91,752,1474
Alias burying Unique,1,1,1,1,1,1
Alignment Search,1,1,1,3,10,37
Alignments,5,63,98,231,1810,7775
All,316,8798,44990,49981,49981,49981
All About,4,4,9,73,561,5374
All MinEntropies,1,1,1,1,1,1
All Tests for,1,1,2,12,38,225
All the,3,10,83,8481,22917,48638
All the Best Sphere,1,1,1,1,1,1
AllPairs,2,11,12,55,1020,18667
AllPay Auction,1,1,1,1,1,16
Allocation,165,211,248,2605,9913,24067
Allocation Using,5,7,8,50,186,499
Allocation in,31,46,148,276,801,3331
Allocation using,2,8,9,42,123,396
AllorNothing,2,3,4,4,11,82
Allowing,5,16,18,867,10187,30401
Almost,39,45,104,7034,44612,49884
Almost Everywhere,2,2,2,2,4,4
Along,3,83,7956,45117,49843,49981
Alpha A RealTime,1,1,1,1,2,17
AlphaBeta Pruning,1,1,1,1,1,1
Alphabetic Tree,2,2,3,3,4,10
Alphabets as,1,1,5,13,25,35
Already,2,3,7,619,10306,47762
Alternant,2,106,128,666,2880,20750
Alternant Codes,2,2,2,2,2,24
Alternating Pushdown,1,1,1,1,1,1
Alternation,6,35,457,586,3446,17433
Alternative,68,85,120,239,1318,2742
Alternative zu,2,2,51,88,129,288
Alternatives,17,71,85,120,245,1382
Always,6,8,230,5244,37322,49825
Amalgamation,4,4,4,5,99,4722
Ambiguity,18,26,27,54,1488,4370
Ambiguity An,1,12,18,22,67,391
Ambiguity An Example,1,1,1,1,1,1
Ambiguity and,6,6,11,20,148,279
Ambiguous,8,17,18,44,216,1003
Ambiguous Beliefs,1,1,1,1,1,2
Ambiguous Patterns,1,1,1,1,2,2
Amdahls Law Be,1,1,1,1,1,1
Amendments,1,2,2,3,1346,7125
America Lessons,1,1,1,1,2,12
America Lessons from,1,1,1,1,1,4
American,14,18,132,416,10242,41105
Amino,8,74,3043,46115,49869,49981
Among,41,79,2268,45477,49791,49981
Among Neural,1,1,1,67,241,503
Among Random Walks,1,1,1,2,4,9
Among World Web,1,1,1,1,1,7
Amortization,1,1,2,175,1488,10341
Amplifier,7,10,41,75,865,8844
An,4826,48919,49981,49981,49981,49981
An APL Interpreter,1,1,1,1,3,15
An ATMbased,1,3,4,15,99,985
An Abstract Account,1,1,1,1,1,8
An Accessibility,1,2,13,17,17,27
An Adaptive,35,84,309,544,653,2280
An Adaptive Subblock,1,1,1,1,1,2
An Adiabatic 4,1,1,1,2,8,33
An Agentbased Query,1,1,1,1,3,19
An Aid,2,74,1137,13959,47021,49890
An Algebra for,5,8,21,29,94,194
An Algebraic,33,55,201,323,562,1036
An Algorithm,73,430,2206,2681,2699,2831
An Algorithm for,52,157,698,1165,1410,1766
An Algorithm on,1,7,103,347,1277,2441
An Alternative,18,22,65,94,183,339
An Analog VLSI,2,5,6,13,16,31
An Analysis,53,142,1337,1819,1991,2341
An Analysis of,47,80,538,931,1364,1786
An Analysis of Rule,1,1,2,27,91,276
An Analytical Study,3,3,3,3,9,12
An Application,51,132,1251,1642,1822,2184
An Application of,29,35,113,281,730,1559
An Approach,82,202,1293,1547,1696,2311
An Approach for,16,35,227,325,892,1066
An Approach to,61,134,681,934,1081,1467
An Approximate,9,28,115,359,517,679
An Architecture,52,113,725,922,986,1011
An Architecture for,38,54,214,279,361,522
An Argument in,1,1,2,7,17,211
An Argumentation,2,2,11,18,53,327
An AssociationBased,2,2,2,2,2,7
An Attribute,4,12,95,116,483,1667
An Auditory,1,4,11,16,88,711
An Author CoCitation,1,1,1,1,1,2
An AutomataTheoretic,2,2,3,3,4,5
An Average,2,7,45,144,496,3692
An Axiom of Choice,1,1,4,4,4,4
An Axiomatic,4,7,32,83,257,850
An Efficient,136,186,440,897,1016,1189
An Efficient Packet,1,1,1,2,32,105
An Empirical,51,63,105,135,142,457
An Empirical Model,1,1,3,3,23,62
An Empirical Study,26,30,32,37,45,69
An EndtoEnd Systems,1,1,1,1,1,1
An Engineering,6,22,402,509,546,573
An Environment,21,111,815,946,955,1040
An Environment for,18,40,121,153,189,335
An Evaluation System,1,2,3,4,8,20
An Evaluation of,16,31,279,420,611,856
An Evolutionary,22,48,137,200,224,404
An Examination of,5,8,12,14,48,152
An Example for SMEs,1,1,1,1,2,4
An Exercise,7,8,16,94,381,1346
An Experiment with,2,3,3,25,49,124
An Experimental,48,62,124,208,324,432
An Expert,32,159,368,955,2930,13750
An Expert System,25,45,134,153,183,266
An Expert System for,16,22,36,50,61,106
An Exploration of,3,3,16,20,104,171
An Extended,13,67,279,373,478,1211
An Extension,23,38,171,236,364,1299
An FPBased Design,1,1,1,1,5,33
An HighSpeed,1,15,52,91,112,224
An Implementation,34,68,502,652,672,761
An Improved,39,50,84,315,497,1159
An Incremental,16,24,77,136,178,286
An Information,26,163,1107,1485,1934,2458
An Installation,1,1,7,10,23,156
An Instance,3,6,36,87,486,1680
An InstanceBased,1,2,4,7,12,17
An InstanceOriented,1,1,1,1,1,2
An Integer,3,73,259,1004,3694,8135
An Integer Polytope,1,1,1,1,1,2
An Integrated,50,77,181,307,664,1311
An InterBase,1,2,8,144,796,3120
An Interactive,39,79,271,441,818,1192
An Interactive Model,2,2,5,10,32,109
An Internet Cultural,1,1,1,1,3,3
An Interprocedural,2,3,11,18,19,19
An Introduction,45,61,212,322,360,722
An Introduction to,33,39,62,126,181,295
An Investigation,20,24,57,87,105,138
An Investigation of,10,15,37,61,69,84
An LSystemBased,1,1,1,13,48,77
An O,303,3054,36428,49779,49981,49981
An Object Oriented,7,61,177,393,474,529
An ObjectOriented,42,141,354,450,514,535
An Oh,1,305,6340,39899,49800,49981
